Class,gene_18517,gene_18518,gene_18519,gene_18520,gene_18521,gene_18522,gene_18523,gene_18524,gene_18525,gene_18526,gene_18527,gene_18528,gene_18529,gene_13429,gene_18897,gene_3434,gene_3435,gene_3436,gene_3437,gene_3438,gene_3439,gene_3440,gene_3441,gene_3442,gene_3443,gene_6876,gene_7929,gene_11348,gene_14317,gene_14318,gene_15430,gene_15431,gene_15432,gene_5297,gene_5298,gene_5299,gene_5300,gene_5301,gene_5302,gene_5303,gene_14983,gene_14984,gene_14985,gene_14986,gene_19238,gene_11355,gene_11806,gene_14828,gene_4442,gene_10558,gene_10559,gene_10560,gene_10561,gene_10562,gene_10563,gene_10564,gene_1136,gene_1137,gene_978,gene_979,gene_5235,gene_5236,gene_5237,gene_19874,gene_2858,gene_2859,gene_2860,gene_2861,gene_2862,gene_2863,gene_2864,gene_2865,gene_2866,gene_2867,gene_2868,gene_2869,gene_2870,gene_2871,gene_2872,gene_2873,gene_2874,gene_2875,gene_2876,gene_2877,gene_2878,gene_2879,gene_2880,gene_2881,gene_2882,gene_2883,gene_2884,gene_5020,gene_17769,gene_8971,gene_7752,gene_5047,gene_6535,gene_13574,gene_6552,gene_7432,gene_14752,gene_4316
COAD,0,10.60771868,10.57863686,11.13663872,10.08433007,9.362213432,8.697579238,8.980822197,9.690998429,8.289479464,0.637749339,0,11.84775425,7.619787135,3.960298552,0,10.54521548,1.688762244,8.828606196,2.290306435,3.785205268,12.53357551,0,0.637749339,13.44553222,2.939471082,5.673406607,0.637749339,6.802606834,9.44969136,2.585803827,4.050188223,2.830944862,13.1594898,2.445594291,10.25156525,9.147075153,11.42586628,5.125667631,8.456325664,0,0.637749339,4.430940894,3.040401515,3.949955074,15.1489889,0,5.005970305,3.223283526,9.814407826,11.605711,10.95017677,9.298681224,8.658418587,9.368294734,10.1682835,0.637749339,7.286400662,10.95139401,10.79766963,12.8187639,9.441639091,10.97509562,4.875436055,4.467657714,7.85967144,8.998178575,8.199579106,6.17313743,5.779425206,2.713563855,9.144242707,4.430940894,2.713563855,3.842234672,9.731188334,4.23190084,6.161980367,7.341834569,7.306809053,8.745086035,7.326923784,0,0,0,0,0,0,1.415650514,1.688762244,11.14161544,8.412273445,8.638428673,10.14154519,10.9489658,3.897095181,13.88437088,13.17830071,1.688762244,1.91827173,0,1.078541524
LUAD,0,8.083362311,9.846621809,11.28353985,10.81731147,9.789546686,11.15406493,9.586867929,9.222546183,9.294744797,0,1.23431737,11.12740758,8.12315402,4.381636388,0,11.12720765,0.396269112,6.372576057,4.864384269,0,3.736193546,0,1.819014122,12.77034592,5.294352401,7.743743838,7.95877309,7.272424504,10.34041762,10.94746892,2.808405646,0.96214179,11.03568576,4.645021417,10.62427457,9.626634428,10.11022228,5.247111021,8.746752791,0.396269112,1.534211045,6.03287886,5.697245609,1.683651545,5.831416194,0,0,3.928133408,10.19489225,10.88252842,10.61093255,10.38099129,7.812286426,3.866947531,9.037964191,0,6.431873638,10.81301155,9.841163325,13.48060089,8.887229756,8.384235487,3.866947531,2.741790545,4.272859292,5.749032723,5.79902512,0.706729455,1.534211045,3.474280278,4.570220033,3.736193546,0,3.803051339,9.548413504,1.367538811,5.489661742,7.028823281,1.942795979,10.33266318,5.373477695,0,0,0,2.808405646,0,2.056791594,0,0,12.45330665,9.144930953,5.823387622,7.944032641,8.470317223,7.266514839,13.17203834,11.23575099,0.706729455,5.81531156,0,0
LUAD,5.900014219,9.761305222,10.4734115,12.1317991,9.351679119,8.689746438,11.04025547,9.844911289,8.884375077,6.560543777,0,1.475032987,10.83940065,10.38539868,7.654793535,0.944558634,9.592739195,8.577247536,6.435118494,2.367622677,0.944558634,1.51060753,7.841639822,7.567020586,13.35821162,5.866111755,7.468778791,8.564972563,7.57404094,9.744297351,8.218248388,4.867975514,2.49139136,13.03966106,4.619319097,10.20220955,9.425314528,11.91766298,7.275686877,8.006331689,3.848728087,7.961542302,7.082521645,2.98819386,0.944558634,9.38398287,0,4.250241562,3.420711447,10.31612311,10.67493373,9.308150148,9.369939714,6.882239527,7.577534571,9.111164367,3.290439149,7.334720217,10.86107915,10.55681257,13.30363807,9.400853826,11.00919879,3.481699348,5.900014219,6.788816194,6.30981283,5.986713551,4.250241562,6.117352196,2.367622677,5.229714807,5.561695776,0.944558634,6.842111446,6.899103107,6.588536255,5.156805128,7.665577531,4.284869433,8.663668392,4.95656318,1.51060753,0,0.944558634,9.302881066,1.727528424,0.54823932,0,0,11.26069024,9.000921115,7.330585289,10.43971663,9.747404184,11.04025547,13.71436359,12.42893065,0,2.232230954,0.54823932,0
PRAD,4.030680377,9.648513978,9.212041558,11.10671342,10.81839044,9.378301359,11.27479745,10.59775462,9.832228627,10.71046207,0.612682759,0,10.56133568,6.365998665,5.181118457,8.03839777,7.425417342,3.242693958,6.658211483,2.526544622,0,1.866116702,0,0.612682759,12.58592257,6.658211483,5.0791306,4.121189509,6.328497216,7.865887892,6.767336989,7.3431946,4.286770281,12.61115393,5.634511955,9.598190248,9.769768434,10.14897222,7.957792744,9.304276019,6.402549946,3.071659714,6.240375395,4.911715547,2.526544622,2.526544622,0,5.472039297,5.166739543,10.814254,12.90108372,10.64189821,9.162285578,9.363416413,6.411544884,10.09974229,1.371447346,11.46447938,10.6514195,9.61483681,13.4263827,7.966972576,9.697143072,5.887552077,2.653289362,6.619919156,8.516011206,8.755612007,0.612682759,0.612682759,7.76772762,10.71453746,2.526544622,0,0.612682759,8.176721693,4.030680377,3.983203406,6.393498575,6.034530478,8.484391934,6.556455473,2.061637969,0,0,7.412036279,0,1.041383179,0,0,9.733464505,6.724677554,11.98754471,9.166276083,9.672098223,8.430097061,13.33146283,12.80813966,2.526544622,3.242693958,0,0
BRCA,4.726477038,10.76389288,9.803961567,12.37640218,8.79002587,7.723858864,11.0042907,10.47761662,9.766643193,8.584075572,1.408222729,0,10.32673283,9.410481032,6.9536261,1.216175457,12.77591681,2.653793793,9.833557423,1.866551957,0,1.577682599,0,0.412293771,13.67891919,13.66443617,9.891990222,8.581584747,8.280691907,10.87404383,6.652173829,4.614032502,4.262688719,13.54037024,4.830782647,11.25959616,10.37856581,11.25920774,9.013336633,9.040782866,6.923862268,3.652933862,6.392952756,10.2390137,2.213844945,9.98111057,0,5.118696105,5.211787083,9.820831539,9.998477605,9.143094901,9.812480577,8.372838948,6.218066229,8.940407571,2.653793793,9.901501997,11.52145813,11.10263189,13.71826529,9.972103855,13.11806345,8.22275627,3.989783897,1.408222729,8.638982478,9.204248336,1.866551957,2.92912819,3.864314929,10.79268457,2.313216823,0,7.221190749,9.537294125,6.689648608,5.033828221,6.27464372,7.752915808,9.452640732,6.879963017,3.312127838,0,0,10.61177178,0,5.299233666,0,0,10.3756911,8.638982478,12.21992477,11.40502443,10.75120929,7.987264012,14.24070936,13.2732507,1.866551957,3.492571059,0,0.412293771
LUAD,5.164754104,10.29319573,9.875449879,11.34384083,8.199269904,8.450023491,11.33007655,10.75213809,9.099997337,8.587154933,2.786868148,0,9.253710417,8.908734864,6.513143295,1.051720116,11.20451613,2.894875955,10.13285956,4.095451881,0.619647767,5.098529043,0.619647767,0,13.49356778,8.766691223,9.049766885,10.31461723,8.836078767,11.38174842,8.622930351,5.268793675,3.737589425,13.46469889,4.049447806,10.50932966,9.570083384,11.48283316,10.105018,8.94373383,5.558797219,4.556564298,6.319449942,1.880646348,4.18328006,14.37556894,0,4.65200456,4.344352727,10.62391806,10.941143,10.46674946,9.717102315,8.186044889,7.386371244,9.646430905,3.089277798,6.48412685,11.51254296,10.57877836,12.80061279,9.338645028,14.13669479,3.849198652,2.99533979,2.670115181,7.305505472,5.542285913,3.552081911,2.543075139,1.653472812,7.339351207,2.543075139,0,4.454353586,4.38196164,5.308397283,4.266059389,6.526721446,4.266059389,8.39590681,4.712298627,1.383718115,0,0,9.017273329,0,8.01408186,0,0,10.52096237,9.288780732,8.761351768,9.519307973,10.41667088,10.88372008,14.92652765,13.78562615,5.456756876,3.089277798,0,0
PRAD,2.327284963,10.42611796,9.875503635,11.50951771,9.330858631,9.365329473,11.16150353,11.32070467,9.694054863,9.234292937,0,1.1212807,10.71963695,8.070056525,6.981053471,4.813806839,8.899976167,2.327284963,7.104672131,1.589427937,0,4.363913965,0.587172939,4.006271091,13.77363376,8.34428703,8.078124116,5.115020754,7.186550078,9.651437435,5.291920291,6.176520252,4.432645453,13.03718143,6.38164677,10.55839201,10.15134641,11.53928485,8.350961275,8.97101466,6.70010675,5.876939257,5.4983913,4.254261447,1.812128519,5.826749307,0,5.050880388,4.093754528,10.51419132,11.40916285,10.59117636,10.09878219,8.518421047,8.439211711,9.687918014,1.812128519,11.64308504,11.23880477,10.6056647,13.31061278,8.375174135,11.53465306,6.657672871,1.812128519,5.415920879,8.940363522,8.368611222,1.003314389,1.003314389,5.901393084,10.80434886,2.005004675,0,5.028852006,8.634204809,4.70687309,4.76132783,6.514409508,7.305851993,8.120403784,6.545775359,3.327945992,0,0,9.152609349,0,2.912688183,0,0.587172939,9.742237005,8.734594471,12.51472885,10.50503741,10.59305492,8.247457612,14.8982093,12.97778077,4.70687309,5.852061279,0,3.253913651
BRCA,1.941444403,10.61608931,10.13212696,11.82930255,8.665289722,8.338072256,11.16201361,11.07117406,9.752258535,8.622022526,1.177981556,0,10.08721088,8.892135982,5.839203788,0,12.32486122,2.806839582,8.458176912,0.961252884,0.39583057,0.706022122,0,0.39583057,12.50941627,13.41479092,10.53123523,1.177981556,8.694162845,11.44758953,8.014444566,4.148104357,3.10027126,13.26138683,4.938836226,11.3403286,9.916764737,11.03668877,8.114783447,8.113137878,6.337373924,7.636022768,7.783856038,9.392502042,2.806839582,8.501546627,0,2.438079892,5.436228481,9.93311966,10.85487617,9.550240792,10.44533564,8.009151189,6.876234519,9.37546088,1.177981556,9.363068111,11.07095948,10.80534889,13.14856397,10.7199107,12.03341268,8.2908667,4.317550093,0.39583057,8.416134601,8.801145719,0.706022122,3.833659246,2.7402368,10.73547987,8.405430824,0,5.86130531,9.611485943,3.34397626,5.995839496,9.48945262,5.304149593,10.62100787,4.661384776,7.822596323,0,0,13.19761909,0,2.931456141,0,0,10.76168419,7.636022768,12.92673148,10.74214941,10.17648485,7.556000161,14.54391994,13.6939116,2.519743173,4.362518983,0,0
KIRC,1.812539298,9.957132521,9.422844788,10.58013606,9.804255275,9.582130688,10.21437984,11.27209319,7.468900949,7.938268146,0.639973004,0,9.716020314,8.904556351,6.267090037,0,10.05578404,1.693051993,10.64067876,0,13.31241502,1.693051993,0,4.797049304,10.81779911,5.581989893,9.060539226,1.419538892,8.185177732,11.24247747,5.440766203,3.312316654,3.429093688,12.54210083,5.085020924,10.93907227,8.945162879,11.47715111,9.73410329,9.277254849,0.355241844,0.639973004,5.393639287,0.639973004,3.391204057,1.922844822,0,3.955777754,13.05512141,10.14937878,10.72899187,9.7364662,9.537845439,8.733432304,7.242935895,9.928072692,2.718854771,9.043850274,10.74386667,9.793401724,12.34446514,9.320732868,9.685530234,4.08005215,2.778755267,0,7.234961095,8.226108689,4.611797963,0.87774425,0.87774425,8.473908646,0.87774425,0.639973004,5.931264653,4.797049304,4.509410821,6.212248315,5.800071568,5.25285841,6.830179252,3.790980505,0,0,0,0.355241844,2.210794059,0,0,0.355241844,10.18941689,7.82026833,6.02083108,10.98072511,9.848176919,8.03664619,13.68880761,12.83863668,0.355241844,2.375067242,0,0
KIRC,0.411860074,10.31475316,10.06979882,10.04969883,8.541816815,8.495023539,10.76226575,10.8438818,7.871929873,8.131898106,0,0,9.827984112,9.357899441,7.427941333,0,9.340359754,1.865166596,10.15085158,0.411860074,11.87821955,2.21235144,0,0,12.36576197,5.81184861,10.36766592,2.404630684,8.163825757,11.05082136,5.402531187,6.547025608,3.651178011,12.89270787,6.536794267,10.86754903,8.84208944,11.62352031,9.900593636,10.07510472,0.993638135,2.726090065,5.14405861,1.728007558,4.987593733,0.993638135,0,8.545647958,14.65117505,10.72056919,9.894598008,9.76254316,10.12505178,8.476405992,5.715355279,9.206381935,1.407026374,7.669083474,10.90108561,9.841556486,12.64003927,9.514035443,12.74402861,4.075412829,2.574295308,0.731878349,6.495129101,7.510827451,7.424670199,3.357664601,0.993638135,7.250999459,2.491955684,0,5.046473598,2.927460356,3.829392939,5.640889847,4.845615497,6.017138009,7.324153538,4.333602628,0,0,0,0.411860074,0,0,0,0,10.09398529,11.11605149,5.678604364,11.62049477,10.56557814,8.08877764,13.68997614,12.34318849,0,0.993638135,0,1.215057281
KIRC,0.480988873,9.643158117,9.798690497,12.42487224,9.477646974,9.630248921,9.638868477,11.17872086,8.431698168,7.990257162,0,0,9.992740111,9.078940671,7.235707916,1.129085148,9.794194896,1.129085148,11.40358728,1.129085148,11.731005,0.480988873,0,0.841168044,10.6144798,5.896521319,9.693673381,0,8.862962741,11.54194359,5.328362571,3.218874142,3.930434576,13.0746516,7.065766163,11.06072295,9.234894054,11.50745275,8.971580914,9.087362061,1.129085148,0,5.411195722,0.841168044,1.57468283,1.369047643,0,4.202637126,12.94439362,10.63059477,10.67335325,11.14583664,9.541863267,7.866054865,5.539490748,9.593030637,3.641152934,7.990257162,11.06925507,10.15124492,12.8275134,9.459109845,11.67867056,4.003449324,5.240478436,0.480988873,9.620852126,7.000383165,3.594656031,2.794145498,1.129085148,9.425461403,0.480988873,2.309583671,7.981247599,6.142640118,2.619342576,5.896521319,6.414367279,7.226893814,7.92597569,4.263357473,0,0,0,0.480988873,0,1.129085148,0.480988873,1.369047643,9.895379881,9.446072159,7.983500995,10.71776209,10.29542457,6.007177557,14.61400811,13.1618987,1.914641057,0.480988873,0.841168044,0
BRCA,1.300358052,10.74390874,10.38754349,11.94236422,8.836735236,8.159109433,11.00735671,10.14735758,9.275679894,7.760773164,0.702214251,0.687239894,11.0264197,9.323520942,6.88014674,0,12.03364324,2.251507027,8.953847229,1.032030294,0,0.702214251,2.685626241,0,12.25291079,13.56894177,9.847318919,8.700602706,8.897428012,11.5842015,4.292767028,3.349846473,2.902768222,13.43909065,5.079416514,11.51016086,9.945680852,11.27369071,10.08460911,8.736388401,1.417866014,1.172423508,5.959607889,8.212938914,2.047817548,15.02981347,0,1.721985046,5.114650205,9.627411679,10.61584111,9.310760452,10.88706065,8.596961224,7.492662382,9.57309992,0.273814245,9.307908888,11.79818421,11.57514212,13.08160161,10.12431521,13.30040976,8.372464619,3.594106597,0.273814245,8.119444371,10.67991988,2.861875984,1.627560148,4.65777718,7.037898319,5.123326835,0,6.760473795,8.607049146,2.251507027,6.465261101,6.498987986,3.966153567,9.46077737,4.33819619,2.5377185,0,0,10.77985065,0.273814245,0,0.702214251,0.503857533,10.31957052,7.04249113,10.57570941,11.64835309,10.82343093,10.87314416,14.52545964,13.18661879,2.981231613,4.382231474,0,0
BRCA,1.623024029,10.81671969,9.581074388,11.34764905,7.789259751,6.86176931,11.68406918,9.095170183,9.464541666,7.831281905,1.130074221,0,11.04874569,9.236205582,6.822080024,6.240150204,10.87678551,3.12541967,8.258335184,0.375400929,0,2.448293094,0.673013615,3.987211705,14.75366073,13.83990252,9.675325495,5.34072248,8.426021489,11.26574396,5.601348873,3.173735093,4.34457998,13.74662978,3.987211705,10.88881934,11.17464485,11.64618066,10.28500912,8.521282423,7.85184272,2.367510855,6.894563148,2.732573121,4.279842694,7.297512428,0,7.108514002,4.188741143,9.849578683,10.26528686,9.737416366,10.52359136,8.039522272,6.42614061,9.422050045,2.52476579,6.441020279,11.47916891,11.06184369,13.06549524,10.38425492,11.9524719,6.971738966,3.584421389,1.313768262,7.227721825,6.34407749,2.190962456,2.732573121,5.009150069,5.736147535,4.323319624,0,6.257065322,5.412944073,2.190962456,5.207830396,8.602943778,3.433867485,10.00610163,8.901669423,7.749963258,0,0,11.2603374,0,1.989792978,0,0,11.51637964,8.155329289,11.27407525,11.18775414,11.27805446,6.634673126,12.74095707,12.96746405,5.695359155,2.597411988,0,0
LUAD,2.70893764,9.3652726,10.64729652,9.489410471,9.583018814,10.85439312,10.0045997,10.02084108,8.056859859,8.231845173,0,0,10.28697353,8.686332436,6.360661003,0.635800817,10.75663971,1.075669535,6.921055421,1.412239566,0,6.966488148,0,4.092672585,13.87359791,8.281480346,9.257128511,11.6138355,7.508642569,10.07222641,5.025431948,5.620128898,2.28596439,13.58782439,5.952398803,10.94189126,9.999929554,12.14275485,6.546771015,9.165482382,2.28596439,0,6.746017102,1.075669535,2.826253563,3.837166197,0,5.313576008,3.892012087,11.07725635,10.85913873,11.51190581,9.810936279,8.268579427,5.759395553,9.415281215,0,5.049761441,11.39066876,10.56054301,13.44688944,9.164089838,12.63674695,3.658862691,3.526444465,0.635800817,7.432057441,7.17989914,2.28596439,3.720781898,2.581254823,7.521741758,4.567277716,0,4.633157991,5.570550972,7.260279762,5.899840258,9.623087698,5.025431948,9.882097351,3.995828192,0,7.239283465,0,8.923663233,0.635800817,0,0.635800817,0,10.44836413,6.476725145,6.384098172,10.92719277,9.668961193,7.517393813,15.06207144,14.94239538,0.635800817,0.635800817,0,0.635800817
KIRC,0.406101238,10.00788226,9.623352954,10.17744445,8.943165331,8.811567361,10.72159482,10.96181141,7.898728345,7.685176282,0.406101238,0,10.42233814,8.740971396,7.921388723,0,8.074307403,1.561008354,8.858801605,0.406101238,12.0046629,2.472851649,0,0,12.00614371,5.509011698,8.082979284,1.711803236,7.807464408,10.76401733,5.903103364,6.842777745,2.907275263,12.32027312,5.148132837,10.67013395,8.923015437,11.3225704,7.995631494,9.224493747,0.406101238,0.722640886,6.933820462,0.722640886,4.489054762,4.887944371,0,4.188258484,14.17759862,10.44296422,10.30971508,9.956881411,10.26466544,8.100173474,5.200092334,9.66091935,0,8.876872972,10.72048369,10.0420971,12.40157821,9.064634996,12.00933527,3.469625538,3.840866024,0.722640886,7.32753468,6.534147223,7.093454539,2.968459445,1.561008354,8.625789193,0.98207178,0.406101238,8.680528312,3.995891491,4.702241961,6.664696157,5.200092334,5.54963221,7.886891516,5.310580065,0.98207178,0,0,0.722640886,0.406101238,0,0,0,9.977036591,7.70554254,5.200092334,10.82268235,10.39820926,8.105290452,13.50375122,12.23634911,0.406101238,0.722640886,0,0.406101238
LUAD,0.913952109,9.864238774,10.80976009,11.24085095,9.741460245,9.034609158,11.44999461,10.2952294,9.128762522,7.099747554,0,0,11.44084841,7.747991529,7.323766359,0,10.77159676,3.920941129,8.228101974,6.199715527,0,2.656496371,0,0,13.2687262,5.036951634,8.236583501,10.20947774,6.718799985,9.468296167,5.286123386,4.91541095,2.438532394,12.56621105,3.741833681,10.4307766,9.096501699,11.55292841,6.164583164,7.947198584,5.912640285,1.469000296,8.24080564,1.868884273,3.834165097,17.14369211,0,5.779643197,5.526469505,10.08165652,11.11191811,10.70590881,9.284148564,7.291069373,7.662426274,9.907383432,0.913952109,5.318447003,11.31582319,10.47805163,12.75519429,9.723464704,9.54030243,4.354155918,3.29890754,0,7.57147204,6.889899376,3.741833681,3.834165097,0.913952109,7.400819678,3.537308493,0,3.643198171,12.2489623,4.354155918,4.584271044,7.5098225,5.112641757,10.70896315,4.997567912,0,0,0,5.286123386,0,0,0.913952109,0,10.75101676,8.085111242,7.118224737,9.76803707,10.51861382,9.826805861,13.93834829,13.10970009,2.181643261,6.316352137,0,0
BRCA,0,9.519594976,9.250390804,11.37934046,9.006962772,6.517943336,10.93436906,9.219894527,8.752159835,8.988991369,0.575312331,1.061914413,10.47408109,7.758769536,6.713077149,0,9.533014291,2.67570304,6.302017392,0,0,0.575312331,0,0,12.67831184,15.46855404,7.715708081,0.575312331,6.835166157,9.824853756,3.221768836,8.120585223,1.565499693,12.63051059,2.435521921,11.04822801,9.293832565,10.17348976,7.292846154,9.250390804,4.994009412,6.778353154,5.20033956,9.150691674,2.435521921,0.575312331,0,0,3.780194595,9.689325372,11.21093916,8.808423666,10.09746595,8.681610899,6.556003227,10.18020755,0.575312331,9.261951509,12.17301497,9.897058867,12.85471647,8.306216663,11.45782716,5.494937165,1.786512725,0,5.141477752,9.172907494,1.565499693,7.209336386,2.88156674,10.8869997,3.143932125,0,3.49685857,9.834175528,0.985427565,4.329726388,5.685542147,4.142299063,8.948072237,4.463897055,5.936988854,0,0,11.05953374,0,0,0,0,9.960155464,4.753165928,12.62133991,11.05555359,10.48694561,8.504143652,12.64944706,13.0385058,0.575312331,1.786512725,0,3.727811568
PRAD,3.120551011,10.40642825,9.880218692,12.40119152,8.981844093,9.40726564,11.16749341,10.11223097,8.902848398,9.80566166,1.834185327,0,10.40915754,8.601503392,6.026877503,5.715036722,10.16342325,0.714926858,7.285531686,3.120551011,0,4.035139998,1.320022479,5.849506438,13.86061175,7.67479253,8.573435122,3.465870012,8.511392923,11.02644045,5.720896787,10.2154602,4.793193607,13.63784749,6.524878598,9.898433605,9.737918247,11.37301193,8.607052846,8.402568705,8.121678557,7.336042323,7.576408762,4.689422176,2.665688375,4.713134902,0,10.23964626,3.977554696,10.93459759,11.88160727,10.35506473,9.984988019,8.784019688,7.537094125,9.784482717,1.649891327,12.0419842,11.8203186,11.37056754,13.57245155,9.232658359,11.3603972,7.540407055,2.456832428,3.084642588,9.114041611,9.239818079,1.049003373,1.049003373,7.943938903,11.38286716,1.548091323,0.513591807,8.495239452,9.217191934,4.497931652,4.442266763,6.190905187,7.249492747,9.142201532,5.96758134,1.190867665,0,0,8.444787143,0,0,0,0,9.609549986,9.750149226,12.95225165,10.29642299,11.1676314,10.92933979,15.68095283,13.94470291,5.881251033,5.334192823,0,4.551534474
PRAD,5.599353504,9.73011685,9.482876511,11.79827333,9.168438962,7.593264123,10.23251686,10.82723948,8.564275268,9.142066202,0,0,10.16135866,8.040591107,6.290651097,7.843732657,9.028279059,2.49372418,6.549148548,1.729531018,0,2.881547163,2.337225831,1.961697406,12.50975521,7.745943176,8.732794917,1.961697406,8.375951691,11.20067183,6.531195848,8.482557908,4.847691303,12.72542591,7.074227112,10.32398922,9.583210667,11.26827882,8.498813313,8.420520298,6.889291004,4.818380218,7.636849344,6.601702458,2.49372418,1.729531018,0,7.270949356,4.757913985,9.858566971,12.11988461,9.710308807,9.420852898,8.503424271,6.503841635,9.920580631,4.199373961,9.989578994,10.93783723,10.59258785,13.59690021,8.697012718,11.70050908,5.20556455,3.513831798,5.435288547,8.838750118,7.686360453,1.109761717,1.729531018,6.958088658,9.926601405,2.337225831,0.659011171,5.777435497,7.73813956,3.896940236,5.473394045,7.297741678,7.324054502,9.191481224,6.860826267,2.881547163,0,1.729531018,10.14890869,0,0.659011171,1.729531018,0.659011171,10.04123477,8.76771438,12.49347772,10.3796058,10.32464187,7.698475484,15.68330718,13.05964358,5.528727582,5.335376062,0.659011171,5.546712376
PRAD,4.354868208,9.819684148,9.357193486,11.29570007,9.603181229,9.177753387,10.7258945,11.26784007,9.467454752,9.686719366,1.71791217,1.157496503,10.43992436,7.607677998,4.847806538,4.089794727,8.77584399,2.148771447,7.998432472,0.652968269,0.652968269,3.569952797,0.652968269,3.63786524,12.9272613,9.098621677,6.778182288,3.824299436,8.321170481,10.54315752,5.919592746,5.87807299,4.433413518,12.85965125,7.063923523,10.43576401,9.887514609,10.94697936,8.48685915,8.773960073,7.378737027,3.26094399,6.800576389,6.372509891,1.100843124,4.089794727,0,8.222326404,4.433413518,10.05558071,11.54211776,9.995809541,9.78078416,9.008495853,7.275919621,9.831516269,4.313935104,10.60966817,10.97473722,10.46585206,13.38152943,8.76639308,11.44977801,7.432316396,2.480084127,3.881449276,8.54550124,8.591181969,0,0.652968269,5.666748072,10.71069453,0.652968269,0,3.824299436,8.760693338,5.298346724,4.772461063,7.106494893,7.070077999,8.276594368,7.153653359,2.148771447,0.652968269,0,9.05115183,0,2.148771447,0,0,10.1308408,8.946239587,13.34951622,10.06297704,10.41292968,7.2105155,15.62860502,12.86619129,5.211861046,3.569952797,0,2.148771447
BRCA,2.176673828,10.32594626,10.50061286,12.15629485,8.460382173,7.308976042,10.99934472,11.58275827,9.661216941,7.852042547,0.666211218,0.583807883,10.88064727,8.689900158,7.126343109,0.371168515,11.16225914,1.864255491,9.995286644,3.670964935,0,1.120152843,0.371168515,0.371168515,13.80532067,13.75069652,9.853312675,8.533037659,7.828022207,10.67256678,4.240245628,4.17143103,3.007608154,13.20434188,5.592211833,11.2300865,10.69929482,11.43540461,9.02987799,8.976251923,5.592211833,1.464981862,7.959689025,10.31203206,3.204140717,1.120152843,0,2.953972908,5.454189056,9.663641711,10.57075701,9.599803149,10.63019431,7.888231823,8.422636683,9.447461419,3.157447996,9.400629717,11.3589753,10.90336973,14.1384878,9.856970133,11.55446894,7.681062677,4.12365792,1.610700062,8.913550669,8.82671372,1.864255491,2.509645176,4.19473322,8.378797706,5.178368066,1.302816194,6.175979613,8.635587537,1.610700062,5.87787183,4.991403931,6.09158983,8.868069379,6.047468591,5.556677712,0,0,10.64374798,0,0,1.120152843,0,10.63606266,7.463279135,9.589950702,10.88736533,10.43454483,7.412002395,13.18009874,11.9679431,4.368740417,3.49441561,0,0
KIRC,2.504544125,9.68196397,9.685381304,12.35056907,9.463734836,9.85579353,10.18080428,11.15575429,7.965374501,7.736807791,0,0,9.529090827,8.754396502,8.61830841,0,9.170876466,0.474669659,11.86506047,1.559638645,12.31395154,0.831147604,0,0,10.38498876,5.764730963,9.820178962,2.291485686,7.910366906,11.06580655,5.291931339,0.831147604,4.051580921,13.15645129,6.692845617,10.84129701,9.060474377,11.5871071,9.465325595,8.977056632,1.738724609,1.355129058,5.600694958,0.831147604,2.930264245,2.291485686,0,3.792386869,12.99448073,10.15151131,10.61345798,9.876868369,9.078257571,8.13089999,6.787458585,9.823282842,2.600341125,8.531042192,10.9529596,10.77548683,12.6654514,9.433168115,11.4336376,4.989829301,5.835332933,0.831147604,9.83255303,7.215707714,6.19117966,3.832383717,0.831147604,10.04056371,2.041418226,1.897976109,6.866648388,4.511929719,2.69014887,6.709056234,6.103988526,7.621678282,7.951815063,4.085084679,0,0,0,0,0.831147604,0.474669659,0,2.171847314,9.826381646,8.593484498,7.060155495,11.35856879,10.95946589,7.42640734,14.3972401,13.10793955,0.474669659,1.355129058,0,0
LUAD,4.929421757,9.941311758,10.85534349,10.58040933,8.660712604,9.757611689,10.32072159,10.07290969,9.609152877,8.231317197,0,0,11.07384701,8.346677717,5.803818565,1.020128789,8.05292121,1.903655334,4.643221264,0.425136999,0,2.696706079,0,0.425136999,13.34399069,8.586772248,6.893471428,9.37754459,7.690836098,10.15238626,1.020128789,1.611738958,1.903655334,13.56896551,8.898915738,11.34412943,9.698145536,11.31725432,8.170841423,8.621081152,2.535505567,4.207713284,7.255651793,0,1.440154909,9.632388193,0,7.594361931,4.430419097,9.902546961,10.92132772,10.27914624,8.824529208,7.501924739,8.688540568,9.797048656,1.020128789,5.274153548,12.36331073,11.2258762,13.1100428,9.61041955,13.00798384,8.05292121,4.153181114,0,4.125122061,4.977293663,2.535505567,0.425136999,2.146329373,3.451316631,0.425136999,0,3.944240015,1.611738958,3.809681966,5.126283217,8.05292121,4.757300661,9.904642147,8.073252553,1.245373963,0,0,8.659489344,0,0,0,0.425136999,10.73547987,8.826707366,4.285831264,10.14148133,10.12608494,6.989979123,14.35506198,13.34528049,1.611738958,3.258141996,0,0.425136999
