Class,gene_18529,gene_13429,gene_18897,gene_3443,gene_6876,gene_7929,gene_11348,gene_14318,gene_12300,gene_15430,gene_5297,gene_14984,gene_19238,gene_11355,gene_11807,gene_14828,gene_15431,gene_4442,gene_10561,gene_1136,gene_978,gene_5237,gene_19874,gene_7573,gene_2865,gene_5020,gene_17769,gene_10983,gene_8971,gene_7752,gene_5047,gene_6535,gene_13574,gene_6552,gene_7432,gene_14752,gene_4316,gene_6222,gene_16407,gene_17205,gene_19269,gene_6593,gene_62,gene_17706,gene_12277,gene_11379,gene_8332,gene_17955,gene_17549,gene_14036,gene_4315,gene_10389,gene_5804,gene_8197,gene_11751,gene_15834,gene_6225,gene_10263,gene_11627,gene_19464,gene_10565,gene_6671,gene_1281,gene_10077,gene_6224,gene_5045,gene_3568,gene_14850,gene_14083,gene_3593,gene_16448,gene_503,gene_4539,gene_19536,gene_10572,gene_4997,gene_6909,gene_17121,gene_9057,gene_10388,gene_13486,gene_2862,gene_8847,gene_17399,gene_18475,gene_15305,gene_11867,gene_13049,gene_6467,gene_5040,gene_6784,gene_13721,gene_15972,gene_8725,gene_19663,gene_15467,gene_4066,gene_5660,gene_1588,gene_1589
PRAD,11.03856239,8.664070339,5.171042657,14.19935028,6.198608087,5.694155878,0.947703556,10.27324778,4.70472813,4.851189342,13.32080055,2.139338514,3.075583972,0.947703556,10.76539385,7.596711567,4.379496204,3.900325847,10.41051495,5.344420196,12.26441034,10.59422195,4.851189342,6.809221489,7.353490914,11.70951035,12.67644197,11.55479507,10.85710236,11.32966181,8.997792002,12.88455023,13.07795394,3.075583972,5.529858419,0,0.389126227,13.0470455,11.73436669,2.034215715,11.26959425,13.78976796,2.496717988,8.708521793,5.745011389,8.354540316,4.881811426,2.034215715,8.992539027,3.98738454,2.237318966,10.82898535,2.716508087,12.63897886,3.602349978,11.32914042,6.326555324,1.514803986,11.80946268,11.50448633,12.24879927,2.237318966,10.95349806,0.947703556,3.273321926,0.947703556,8.01103712,9.029762065,4.26800763,7.965299458,6.008419658,10.67703248,10.82840627,7.380547646,9.347541647,10.95821919,9.652334115,7.882545236,7.309112508,9.01774657,11.34124082,1.162467868,0.389126227,10.22181668,0,10.71844725,9.198106122,7.573450271,0.947703556,0.966135105,9.150211857,11.07545909,2.237318966,8.956132178,1.663207972,7.871147508,11.39115228,12.06410614,8.400917851,6.397147509
PRAD,10.57465975,8.001537679,6.096694074,13.21947863,8.697933635,9.751554101,2.679941688,9.992725951,6.741507435,5.634448062,12.89018636,6.994975642,1.889161996,2.413242031,9.738825246,7.608506186,7.210496018,4.752748591,9.575603533,4.393059189,11.04282898,11.53632979,6.805692289,5.414274247,10.59646,8.992607002,11.88182137,10.11103131,9.97732286,10.30668832,7.054881028,15.83564582,12.38045836,5.650069463,5.197511592,0,3.349676658,11.09012566,10.695324,1.057762173,10.66633054,12.79612278,0,7.572071101,7.971106656,10.05271747,3.005543711,5.8254244,10.04461269,4.567727963,2.552745937,11.99964421,4.012863618,11.9227925,4.534441406,10.73477735,8.564153302,3.963705307,10.17923733,12.78134742,8.755034436,0.623679608,10.22885476,0.623679608,7.162280542,4.723509415,8.709163098,8.861195492,5.602685505,8.129643646,5.929457265,9.817028407,9.862159996,5.300090769,8.837511251,10.21840582,10.13620933,7.425450912,4.567727963,11.17895734,10.25335114,0,1.390942773,8.969444084,0,10.32748528,10.3527497,6.240980182,2.679941688,4.103254233,8.694169811,10.2597315,1.661430384,7.194599282,0.623679608,8.305177112,12.555531,5.300090769,6.846944558,4.500375044
LUAD,9.834099662,8.111746012,8.03264638,12.80151639,6.913428001,10.5170985,11.84988592,10.63239546,3.684773863,6.919089758,13.06008286,3.883337332,0.962586038,9.191037,11.26010213,5.70690071,7.501964534,6.023293061,8.986317066,1.753561751,11.62458986,11.69790584,3.323845604,8.006561716,8.526096206,8.432132626,9.179282128,11.05086216,10.54071895,10.93503978,9.389801248,14.30353819,13.11326358,3.454439135,6.273808651,0,0.560127976,11.23505088,9.41006333,0.962586038,11.08150341,10.99461508,7.611002659,8.153202399,9.555400139,10.350442,4.654979657,2.841369355,11.45455634,6.78897276,6.273808651,11.87569944,4.098369023,12.20563749,4.784791865,10.37899923,9.264095373,0,10.22110373,13.81923108,7.927244629,0.962586038,10.65294354,1.534808661,6.575952143,9.229169704,11.80392122,9.45658646,6.105108128,9.079079386,7.001363153,10.9046572,9.882031608,8.071607161,9.959686127,10.1103006,10.06054733,7.089572301,8.840164215,12.74511335,11.25591375,2.742566791,0,9.090424749,2.522005515,11.7578275,11.36416749,4.213518373,4.335483256,6.73430317,7.001520791,11.1466514,2.63649702,7.589845864,2.522005515,8.340094884,13.96034591,8.014522675,8.469299925,6.432775719
PRAD,9.744075298,6.673966222,6.002272708,13.44741906,7.489149519,5.965075459,0.654893757,10.74709363,4.77747758,6.501740073,12.77406224,3.176753602,0.654893757,3.082055343,9.483116425,6.898970138,6.57311242,2.871705679,10.06276123,1.445408894,10.26556817,10.42718711,4.893556369,5.517571762,10.78280169,7.761577826,12.25437909,9.45740961,9.349745648,9.393534183,7.164615342,15.48711461,12.0375092,5.194473211,4.617868536,0,2.871705679,10.41933874,10.60958507,0,10.05811352,12.53470412,0,7.556735948,7.705784424,8.585631095,1.103665483,3.428437226,8.541824557,2.152799962,1.103665483,12.26911207,2.753775664,11.25076621,4.276749748,9.64714359,6.690095778,3.349322811,9.304586332,11.6596927,8.579146199,2.328089653,9.697921475,0.654893757,5.480927498,5.10096924,7.9742597,7.896392956,2.4843444,7.33854921,4.233343573,9.470321291,8.797898173,4.865399232,7.836012472,10.258142,10.5051069,5.655503533,4.921174466,9.149777599,10.30147333,0,1.721547654,8.156679756,0,9.518578413,8.661072608,7.281095456,2.152799962,1.775809101,5.825900082,9.474987576,1.445408894,7.181838026,0,7.447025352,11.19104687,6.174636116,5.216928184,3.265616922
LUAD,11.19589505,8.544678569,4.961970533,13.67024684,4.12142162,9.837842351,2.050118553,10.72251726,4.836641202,9.264353455,13.22160676,0.431890348,1.629566451,15.98621314,11.36980452,3.605174279,8.850915035,5.708984527,9.574794072,1.260748328,11.85811313,9.881738025,4.409003903,5.094185389,8.567423758,8.056751501,8.190313609,11.75246846,11.26402615,10.39728958,9.36858285,14.48857451,12.68968792,0.763921421,3.761859684,0.431890348,1.260748328,11.61024513,8.010634398,0,11.46265052,10.94418495,7.759601945,8.532488402,10.5577413,9.881204222,4.854155273,2.932023364,10.10573831,5.422394487,3.429361545,12.14891187,4.478415322,12.35451112,8.326744059,11.0647495,9.262715024,0,11.32182102,10.845835,6.201639742,0,11.05152845,1.783791882,4.285335631,8.10327207,13.24783111,10.0672999,5.629840352,9.121587909,4.513238062,11.0057298,11.10509005,4.544646116,9.90713403,10.90165132,10.91892285,7.690591695,9.064419436,13.51716495,10.72608189,1.783791882,0,9.448593338,0,11.43382013,10.05589247,5.578075252,1.783791882,8.197742554,4.922169299,11.61297904,1.783791882,9.400228369,2.557434599,7.89056829,12.64431823,9.780595539,6.138712094,6.019575162
KIRC,10.1398327,9.170147901,5.875091965,7.999605459,3.698329621,10.51440832,0.736041974,11.01962547,4.167767361,5.012738498,13.04977709,0,1.73534887,1.583422805,10.86654485,10.44720723,2.936609674,11.60920645,9.600109898,0.998845382,10.63071306,11.47547506,1.998303837,6.702796044,9.216083764,8.512108343,5.57267446,10.48421871,11.03732044,10.43789769,5.099320455,14.37001303,12.38411998,1.998303837,0,0,0,12.61388383,14.28901022,0.998845382,11.0664996,0,0,8.571369643,9.10785784,9.471427293,0.414460306,2.22060856,11.50021946,9.280037639,4.167767361,10.91389917,2.735023863,12.45270198,3.582869075,10.24722735,9.532996764,6.557437662,10.96806194,16.1146025,8.823211178,0.414460306,11.04507022,0.736041974,5.612473406,2.872493897,10.82585716,9.469395582,7.060231169,7.521294203,9.453630748,10.4815371,11.69902581,2.872493897,9.951431892,9.980239563,10.43304289,7.882404618,6.446204941,9.74982251,11.08274782,3.582869075,0,8.556145815,2.113733833,10.93949841,13.14155796,6.220140318,5.612865549,7.351204277,8.667789254,10.53881943,2.113733833,9.194939026,0,9.53687856,10.71110768,4.839097945,6.636779756,5.307628886
BRCA,10.92208632,8.190451896,7.044022468,12.67443064,13.79175304,9.123032416,4.886276995,10.47649308,8.22280939,6.619392468,12.70839203,1.618520588,2.108691716,8.478688737,10.89159386,8.365500081,3.148657575,4.824360542,10.09029771,5.092955828,11.61637883,13.15251619,7.660088621,5.651927091,6.345885991,8.704567683,12.05194302,10.85657337,10.65086327,10.42917656,9.981039196,13.92336463,12.5786463,4.845294333,3.556699167,0,0,11.80967972,9.874322074,0.499884146,11.26786933,12.32680865,2.674370254,8.477013457,10.24682371,12.13132646,3.91457409,2.240955385,9.942089258,4.737443408,3.277478972,11.83622003,2.765046693,12.12866136,4.49405073,10.97943234,7.464243498,3.606596202,10.44726924,11.42800417,7.033797393,0,10.61664992,0.870423906,3.007213445,7.906577978,12.35285451,9.285029937,5.258175924,9.291718658,4.838840864,11.26228868,10.56275758,7.060901244,10.62158488,12.08339622,9.945123364,9.095992967,7.139275065,11.82967914,11.06781078,1.801034459,2.473864823,10.09357602,1.409526713,10.05479422,11.05658353,3.874403539,4.083026104,2.787724986,4.412239566,11.82754119,5.615831177,7.527132908,0,8.104069275,13.85109507,10.46934674,7.299556055,5.687139094
PRAD,9.743365173,8.81561065,7.308484658,13.73067179,2.856786546,10.4962646,0,10.95053403,6.833990598,4.424021802,13.07565296,7.155131924,2.461947582,1.02906411,10.94470474,7.289161272,9.082548256,5.341473457,10.14139192,4.053988854,11.5599984,0,7.40294383,6.18599337,11.56181776,9.704904809,12.95030437,10.80259714,11.14119391,10.88085385,9.826187768,15.98863144,12.89448054,6.33601375,0,0,4.557526501,12.61672572,10.23779553,0.760263535,11.35975505,13.1907059,0,8.40311857,6.450021841,11.13363673,5.171366976,4.424021802,0,6.855753048,2.633059154,11.73453181,0,12.36470648,4.7557849,11.06428469,9.604336392,3.753615232,11.14318548,11.97537153,10.01601431,0.429642743,10.84457239,1.02906411,8.668399278,2.633059154,10.21776387,0,7.746077584,7.818805834,4.842591715,10.95911084,9.245597864,4.946384647,7.862469989,11.36621292,10.64119377,7.115990393,4.352327742,11.52357176,11.15859076,0,2.633059154,8.821152134,0.429642743,0,11.15076274,3.992433092,5.687287492,1.791980727,9.825636187,10.68197626,3.467253392,7.993923393,2.785989884,9.729873915,13.0484409,8.914340281,6.621706117,4.197275678
LUAD,8.465541918,8.923951379,4.353252707,13.34036476,5.488996941,8.577292861,8.894263007,10.27209319,5.473410281,5.62216313,12.73228404,1.141628974,2.481324778,11.18265506,10.98817341,3.882867994,4.651160786,4.705535629,9.418430321,1.427016102,11.7223849,11.34987831,6.104265362,5.534765093,5.417501501,8.496713994,6.800912839,10.6533019,9.726441274,9.778891907,8.354011301,14.54799101,13.61962393,4.857344079,4.426794764,0,1.141628974,11.31492306,9.801300952,0,10.82006725,11.16396409,8.518708227,7.695471911,7.674121633,10.9002102,1.427016102,3.906274914,9.826054264,4.180314977,4.833127913,12.94467546,4.199389667,12.42995589,5.342273831,10.28358615,8.174096768,0,10.36343393,10.89637782,9.661733569,0,10.59102671,1.291367804,3.810288852,8.268551357,12.07639809,9.185413155,5.982934269,8.20862943,4.692131442,10.25624408,9.961040125,6.642705903,9.739122388,10.54913006,10.12399203,6.93496462,7.313164208,12.45577414,9.826821747,1.141628974,0.568032105,9.197322372,0.785592399,11.41812141,10.23673177,5.519667701,2.039980598,8.530944687,3.707469573,10.67709416,1.770913597,7.725386709,0.311851831,7.98783245,13.76059521,9.929262848,8.08973118,6.656573594
COAD,11.53946419,7.811753582,3.604047595,13.9201202,2.669162862,5.455656002,0,10.3654804,1.560372579,0.57269568,13.31838746,0,2.292369492,16.26873753,10.31283759,2.42921423,4.519151866,3.489786961,9.478721091,0,11.45558409,11.78734349,3.720628698,4.894934144,8.325071546,4.692304439,9.342403627,10.74475817,9.505085062,10.21979775,6.338460072,13.55747567,13.85887463,0.57269568,1.299830762,0,0,13.46598721,11.97908931,0,10.8963097,9.684112152,6.684426038,8.128004635,7.486738504,10.11591499,0,7.02394282,7.802335411,2.292369492,4.48816149,8.702214251,2.669162862,12.34005036,5.113771332,10.76267271,6.040340139,0.57269568,11.5314107,10.87624833,4.094396548,0,10.01556837,0.981633493,2.775682702,7.954638359,10.92226476,9.074173582,4.174446369,8.266866168,10.56812714,10.2268577,8.322834003,8.784824575,8.909950071,10.73241337,10.51133757,6.029618526,9.001959832,9.196651301,10.84027439,2.292369492,0,7.985483353,1.972325042,9.601451392,9.887077405,3.2886391,1.299830762,1.586356432,0.981633493,9.928790752,1.560372579,9.78796947,0,8.472845152,13.17151303,10.4260131,9.352118484,7.653146026
KIRC,9.777286553,7.845784832,8.450534948,10.50958699,7.728818457,8.546898317,1.545671894,10.95446534,2.756639046,5.595288816,12.11131176,2.453807274,3.11727946,4.466835907,10.39704352,3.786167671,3.11727946,12.59640875,9.272401175,1.188780698,10.4560566,10.34334119,5.015693807,7.482711169,8.385141952,8.681129459,8.008753542,10.43287592,10.38120765,9.844087446,8.142158125,13.82115612,12.64217582,2.453807274,1.545671894,0,0,11.32022516,14.36374465,1.545671894,10.87017975,5.098849028,1.188780698,8.302771422,9.778780231,8.457824086,0,5.125531258,11.36430978,9.886637021,6.077642505,11.06823414,3.570037832,11.67692233,6.438502453,10.00634011,9.717146881,1.545671894,10.6807463,13.84975693,9.167157183,2.27464931,10.332652,4.86547347,4.424478734,2.070045788,10.26299918,8.725417386,6.362013933,8.311516739,7.877370033,9.942112723,11.41791579,5.757636688,10.0959376,9.04666294,9.597145644,9.854095415,7.63442628,10.0054421,10.72395099,5.791360879,0,9.844087446,0,9.97458667,11.32530546,5.516825174,4.140345128,9.578999076,7.680148511,11.15235457,1.545671894,9.147762049,0,9.330903437,10.78747001,8.151924757,6.232973435,5.516825174
LUAD,10.01397861,8.407437733,7.933820462,12.5387079,8.888402319,9.002916254,9.533818336,10.57846704,2.040541794,4.362743393,12.46081422,0.530969649,3.886618427,16.18526068,11.02718723,5.10285546,5.692491364,3.970890457,8.00447892,0.530969649,11.19945764,9.666886159,7.82365384,8.452105306,5.507357009,6.119123733,6.574567795,10.98980603,10.70573605,10.67387438,6.951657727,13.31934753,13.18349117,1.223175386,0.918157217,0,2.323024127,11.54851851,10.4959849,0.530969649,11.31253698,9.978796246,2.040541794,7.597121429,8.296971253,12.24812919,1.223175386,4.298966175,10.10303859,7.906235223,6.208622602,11.01103153,5.834220729,12.26073727,7.690179607,10.77403752,7.834945023,0.530969649,10.48707629,11.85799654,7.490530019,0,10.98474598,1.875465545,1.875465545,4.197676709,10.55391723,9.015373235,5.478858585,9.898359532,7.396981459,10.95110254,10.80772521,7.14543291,9.222939769,10.32791187,10.84064419,7.089985351,9.454624198,11.92257697,10.50484877,2.761966031,3.750188427,9.427851266,1.223175386,10.74441341,10.02870727,9.295208734,3.240680682,2.814919509,8.151660976,11.62447563,1.688985983,5.932070623,0,8.439220024,14.58812315,10.41038775,8.325782152,7.324279574
BRCA,10.12045822,9.430331277,8.169253591,13.25629863,12.98746477,10.67441298,3.28555018,11.8992134,4.490550877,4.540727858,13.06558443,2.529396195,2.715629841,8.559541524,10.83382303,3.162757873,3.162757873,4.768343145,9.18029956,2.715629841,11.79583268,12.62171079,9.420316069,6.303112205,6.493471213,8.840582824,10.10594778,11.55084296,11.40483289,10.57635207,8.462015498,13.83893798,12.21335032,3.28555018,3.28555018,0,0,10.89115334,9.174351485,2.315479283,12.17415483,13.13024878,0.844385653,9.136106774,5.941608725,13.82540603,1.759837596,2.715629841,10.26550957,6.70626807,4.768343145,10.74379937,4.146199013,12.94704878,4.438572313,11.48109304,8.534995366,10.45567655,11.27097855,12.3909562,7.419934904,0,11.64452328,2.715629841,6.781228553,3.162757873,12.31167453,9.721574311,7.123345461,9.279668613,4.270342053,12.20535341,9.804771539,4.270342053,12.46732279,11.50300579,10.93695441,8.673552891,5.804585382,12.14733214,10.18695608,1.759837596,0,9.236557194,1.759837596,10.02674474,12.16664641,4.889454073,4.205259561,1.391162805,8.930361833,11.3076619,2.529396195,7.419934904,0,8.949062128,15.20951429,9.054275995,7.358317134,6.21315478
KIRC,9.985372344,8.917765895,7.565528634,9.941675622,7.11177209,10.10369433,0.861796599,11.3984284,4.150169706,5.747322944,12.7681988,1.397638699,2.833902077,2.093999543,10.88061666,5.534861563,7.14547367,11.96761895,9.363127263,2.561692721,11.01744872,11.49453062,7.242107042,8.309730991,10.04238442,9.945865171,9.160658047,10.6387798,10.59980129,9.884814626,5.691375035,14.42980555,12.61479035,1.397638699,1.948825083,0,0,12.12161446,13.23477852,2.346701648,11.00803638,4.116572695,1.154453593,8.811548096,8.951882071,9.659137867,2.990464805,5.056774257,11.18963927,8.873198003,3.815288501,11.35064089,3.378414516,12.36947739,9.622209262,10.12179251,9.070322237,1.787432465,10.99942224,15.66274347,10.71266456,1.154453593,10.84963967,3.589032368,6.739362083,4.150169706,9.702240229,9.467581097,8.247073033,8.350037492,8.507160349,10.18291572,10.61227877,5.769107883,9.59273359,9.654025528,10.02664793,7.909755106,7.288100124,11.30481332,10.24788006,5.679919175,0,9.659867489,0,11.54965473,13.18735207,7.08596633,4.783383313,9.757403344,8.947923257,10.68427524,3.131688251,9.840486838,0.861796599,9.161688694,13.39971852,6.24384994,7.354452161,5.883381325
LUAD,11.08919886,9.204822983,7.718526026,14.89072027,6.076272614,8.710634264,4.871390271,11.29666962,2.020164357,8.838945466,13.4697054,0,3.233397264,9.914779764,11.37014248,3.548078989,4.485046782,4.025161715,9.603748728,4.273351768,12.26470355,10.87875599,3.955814944,7.183982678,11.02769179,8.263949889,8.723729196,11.12468354,10.05919572,10.54718374,6.900045627,14.42798715,12.73256176,0.818932344,0,0,0,11.13550409,8.528590853,0,11.80633211,10.76300483,2.481428117,7.912410354,9.590611375,9.355459019,3.233397264,3.111164889,10.06949005,7.307428525,2.977591329,12.48497642,2.666415758,13.13881415,7.168742308,10.79313182,7.808063214,0,10.75663971,13.16593392,6.026410568,0,10.83114095,0,3.725217635,7.78825503,11.41805815,10.28094472,5.401224276,8.974408853,5.864998283,10.0999395,9.849367567,8.555206469,9.930679688,11.33983887,10.21476838,8.056009024,7.161061322,11.20298698,10.8371785,4.485046782,0,9.254397991,0,9.744041651,11.83368075,5.596121161,4.109318766,7.204913438,1.338110596,11.20952038,1.719051982,8.263949889,0.818932344,7.808063214,13.33388211,10.05919572,8.384295935,8.458246647
BRCA,10.7839395,8.922248404,6.01346226,13.76796716,14.17906157,8.305072204,4.718531506,10.2139912,3.530245573,6.528053969,11.5894358,6.642962885,3.905273872,9.974342884,11.67329141,0.337768171,4.321646742,3.905273872,9.564938278,0,11.51452175,10.60488676,6.23146313,4.732920382,12.89135653,6.070872292,10.67896099,11.39608026,10.74010961,10.18714172,7.249606516,13.05922108,13.18544692,7.116052793,2.147274132,0,0.337768171,9.031022939,9.904967223,1.213627239,11.16347357,13.06700404,0.611361264,8.053252557,6.711288399,11.68766874,0.337768171,1.637239266,8.970091507,2.925220913,3.530245573,10.29915077,3.826975513,12.64172439,3.156234798,11.12990118,5.971253836,0,10.58569493,9.765428662,6.053784727,0,10.90738644,0.841168044,3.826975513,5.676058618,11.97297979,9.330840709,4.920564852,8.771882278,3.278951178,10.982302,7.62226418,7.728383132,9.973955608,11.26672799,10.56749982,8.109465038,6.968851078,10.39477349,10.234039,2.058662839,0,9.5794404,0,8.764898123,10.71516408,5.141534973,3.550531327,2.255651793,4.340555148,11.18848376,1.213627239,7.82050449,0,8.336024465,13.30914947,9.154382704,9.88739123,7.70120248
LUAD,9.940014014,8.158751048,7.762129524,13.01599341,5.086690368,8.950302182,6.503421886,9.812674701,1.800123353,3.402640327,13.31906523,0,1.274172189,17.47104803,11.03821255,3.30247991,4.858816521,3.353422103,8.917876263,1.274172189,11.52590737,8.992097109,3.783152787,5.994844435,7.088724647,7.503929068,6.46339522,10.85725791,10.01214961,10.28777009,10.26258819,12.85363705,13.60558369,1.274172189,1.045373071,0,0,12.30673388,7.673909705,0.773405627,11.2765083,11.60982513,5.702338941,7.821442363,6.693375441,10.01510836,1.274172189,3.078524445,10.26383255,4.690696444,6.042197803,11.50398967,8.147968054,12.91553957,7.526303606,10.27048222,6.722739236,2.067569884,11.02427396,11.90915805,8.786158521,0,10.68646551,0.773405627,3.402640327,8.264024979,11.8799967,8.221804597,3.706839945,8.245600241,7.799819091,10.72868583,9.640673342,7.834951342,8.748588698,10.60930804,9.802396809,5.491073831,8.810295279,10.78602453,9.996699444,3.137847762,5.869182952,8.338624973,0.773405627,11.50511187,10.2047912,7.559231762,2.488103633,7.492181673,9.790314282,10.98189545,1.64519439,6.668445374,0.773405627,6.895981149,12.58573952,9.34428703,8.100294392,6.895981149
BRCA,10.92239114,9.050969605,6.370256713,13.62581156,13.04633792,10.87054196,6.462040864,11.35361551,8.043918607,6.456158894,13.05177313,3.939903564,1.811799812,6.689634632,11.33971085,5.885237566,3.368167683,4.348282,9.041179999,6.184597684,11.59671623,12.99769287,8.947858986,5.928360847,6.383642091,8.636838472,12.1289996,11.13381651,10.97501678,10.25115099,9.823287619,14.54538685,12.28675989,2.501515577,2.306116388,0,0,12.86136999,10.30736021,1.053806444,11.22527372,12.26967314,0.780226097,8.77200109,7.706979426,13.7584939,1.811799812,1.952109875,10.13814378,6.738916421,5.28614557,11.26904484,3.264281197,12.64890804,2.827331271,10.86666848,8.676584769,4.624855392,10.8213435,12.01184572,8.189276033,0.780226097,11.07050338,0.442226945,6.36492956,5.025197158,12.44352118,8.897748668,6.958680305,8.362785466,4.537532148,10.86528477,9.00739175,4.926559303,11.54448635,11.68564236,10.026966,8.039988272,6.456158894,13.46999787,9.719698548,2.197488002,0.442226945,8.636838472,1.053806444,9.77035005,12.17302122,4.686438896,3.798309782,0.792189019,7.195977459,11.13956414,3.417433988,7.340268502,1.053806444,8.9881592,15.61317363,11.57194221,7.636559372,5.953628428
BRCA,10.89333187,7.419791678,6.823736625,9.233859307,12.73400037,8.650093165,3.892050957,10.97265676,3.058403089,3.632617212,12.43852938,0.859572057,3.534621933,9.946238124,9.674416513,2.34269696,4.360926074,4.668737517,9.427178731,2.34269696,9.54511893,11.13507436,7.036942845,4.042250344,5.731397783,6.601559846,11.90433732,10.77492704,9.376811293,8.614558942,7.854887079,13.27954965,13.04636691,1.783875677,6.150697766,0,0,10.49614474,10.40028175,0.859572057,10.74031203,12.58418506,0,8.168436455,9.3891301,12.89862028,3.632617212,2.909965067,8.531256682,2.557532628,4.8830049,11.13431722,3.892050957,11.53656778,5.034101239,10.31614574,5.234669921,0.859572057,9.006000611,9.725279336,8.204737411,0.859572057,8.568875762,2.34269696,5.234669921,6.082975027,10.79953257,6.856039513,3.19298317,7.875048948,4.705684911,10.11043111,9.648296457,4.111865964,10.05517396,10.50426285,8.794698529,9.351851348,6.336654727,11.46104964,10.62896493,3.429482065,0.859572057,10.56524491,0,9.260926588,10.48799073,2.744484051,1.783875677,1.460061021,2.744484051,12.67070935,2.34269696,6.539752831,0,7.894932932,15.06572746,9.369723836,5.234669921,2.744484051
BRCA,10.12498719,8.301432175,6.987650574,9.482481272,14.00379019,7.866945059,1.309292623,10.4119558,6.382139805,5.605014225,12.68356707,1.076285443,2.789270186,5.43057298,10.70041371,3.504289869,2.626135379,4.727860568,10.17703327,4.579662897,10.98424755,11.54980392,6.533691042,5.582938303,6.884439186,6.980448081,11.68678063,10.49520547,10.72298679,10.41038775,8.589954446,12.52489916,12.71078061,0.453649266,4.01359625,0,0,10.41585794,9.427021552,0.798340891,11.01368557,12.39620338,1.842697303,10.55985504,8.412798458,11.14520616,5.232100453,2.442173853,9.526520757,4.645050247,3.456517056,11.59871785,3.595324625,12.19623326,4.199185476,10.30391771,6.573419974,3.302933144,11.26616577,11.38156458,7.894096235,0,10.4840777,2.709996369,2.93581802,6.622944989,12.70192586,8.201741667,4.169868896,8.97609723,5.740120742,10.33438503,8.17800746,7.231682001,11.11475742,12.15614313,9.777978537,8.953690115,7.563013182,11.28337779,10.49261432,2.709996369,4.439277381,8.996072331,0.798340891,8.771713945,9.800723596,6.727267011,1.309292623,3.669264927,1.076285443,11.92834441,2.113000316,8.396262261,0,6.639081633,13.33081887,9.322649262,7.808693946,5.54917936
PRAD,9.409675204,8.601039043,9.576790426,12.6224248,8.735376628,9.59183834,7.308156975,10.68576499,6.797479962,6.343700951,12.91005617,5.649977524,2.97998873,5.06524055,10.4764627,11.23744302,8.66715413,4.75929967,9.434513558,3.06727731,10.90452173,11.70948451,7.928476922,5.977460822,8.881028284,10.01261057,11.71118083,10.53696596,10.54649901,9.977122478,6.937285534,14.20854683,12.4528358,4.187799413,4.785278517,0.577344228,2.787745878,11.57469286,11.13445841,1.308244364,10.878733,13.16507343,3.622801533,8.805286006,7.758563024,10.33247298,4.065916918,3.885525558,10.66142183,5.606921862,4.107704606,11.42049188,3.438625538,12.24900379,4.22623877,10.77153074,7.395088513,1.982874961,10.56160299,13.23691858,11.00570875,1.982874961,10.69265037,1.569734113,4.437580645,4.107704606,9.315871861,8.839786418,6.317235319,8.611969066,6.174729982,10.8436149,9.158291579,6.253522281,9.262538864,10.67321189,10.53122549,8.040580149,6.386762672,12.09166017,10.43757524,0,0.988630159,9.197516507,1.308244364,11.05892525,10.40859511,3.679311189,4.816855662,5.593458354,8.745338188,10.48689534,1.569734113,8.514378734,2.97998873,8.827336352,12.35485543,8.189063485,7.054088735,5.437054584
BRCA,11.2974895,8.92421868,6.434428071,7.341630009,13.44452317,8.992655149,1.765534746,10.12954062,6.325530332,3.867896464,12.63603546,2.070389328,1.584962501,3.169925001,10.72911087,5.061776198,3.292781749,5.465974465,9.151270289,3.608809243,11.35325712,10.9822806,7.534497434,5.694880193,7.953032377,7.431288654,13.20288906,10.58627686,9.462297766,10.53274553,8.096978636,14.44910995,13.26681582,1.378511623,2.5360529,0,0,11.05731488,10.15709425,2.722466024,11.33617179,12.85451779,0.485426827,8.007868243,8.443772393,12.67185062,2.201633861,1.137503524,9.775774869,6.855491443,4.817623258,11.96529729,2.722466024,12.24037396,3.292781749,10.17866485,8.186857067,4.916476644,10.17567429,12.55089105,7.171927354,0.847996907,10.61415769,0.485426827,5.145677455,7.45779126,12.82650877,9.446669787,6.495055528,8.317412614,4.274708939,10.5079928,7.055282435,6.736063628,12.4864831,10.43483669,9.722124437,7.537606691,8.060695932,12.0590064,9.943393929,2.887525271,0,8.456970381,1.137503524,9.683345562,11.88113308,4.95419631,2.718964336,1.153156788,4.307428525,11.04616907,3.292781749,7.6794801,0,7.957682486,14.44085619,10.02762959,7.971543554,5.439623138
